ADAM33	ADRB2
ADAM33	CCL11
ADAM33	CHI3L1
ADAM33	GPR44
ADAM33	IL12B
ADAM33	IL13
ADAM33	IL4
ADAM33	IL4R
ADRB2	IL12B
ALOX5	CSF2
ALOX5	CYSLTR1
ALOX5	IL18
ALOX5	IL5
ALOX5	LTB4R
AREG	MMP9
ARG1	IFNG
ARG1	IL10
ARG1	IL13RA1
ARG1	IL21
ARG1	MRC1
ARG1	RETNLB
ARG1	STAT6
BCL6	CD40LG
BCL6	ICOS
BCL6	IL21
BCL6	IL5
BCL6	STAT5A
BCL6	STAT6
BCL6	TBX21
CCL11	CCL17
CCL11	CCL2
CCL11	CCL22
CCL11	CCL5
CCL11	CCR3
CCL11	CCR4
CCL11	CCR8
CCL11	CSF2
CCL11	CYSLTR1
CCL11	EPX
CCL11	GPR44
CCL11	IFNG
CCL11	IL13
CCL11	IL17A
CCL11	IL17RB
CCL11	IL25
CCL11	IL3
CCL11	IL33
CCL11	IL4
CCL11	IL4R
CCL11	IL5
CCL11	IL5RA
CCL11	IL9
CCL11	KITLG
CCL11	PPARG
CCL11	RNASE2
CCL11	RNASE3
CCL11	STAT6
CCL17	CCL2
CCL17	CCL22
CCL17	CCL5
CCL17	CCR3
CCL17	CCR4
CCL17	CCR8
CCL17	CD40LG
CCL17	CRLF2
CCL17	CSF2
CCL17	FOXP3
CCL17	IFNG
CCL17	IL13
CCL17	IL18
CCL17	IL25
CCL17	IL33
CCL17	IL4
CCL17	IL5
CCL17	IL9
CCL17	MRC1
CCL17	STAT6
CCL17	TSLP
CCL2	CCL22
CCL2	CCL5
CCL2	CCR3
CCL2	CCR4
CCL2	CCR8
CCL2	CD40LG
CCL2	CSF2
CCL2	IFNG
CCL2	IL10
CCL2	IL12B
CCL2	IL13
CCL2	IL17A
CCL2	IL18
CCL2	IL3
CCL2	IL4
CCL2	IL5
CCL2	IL9
CCL2	KITLG
CCL2	LTB4R
CCL2	MMP9
CCL2	MRC1
CCL2	PPARG
CCL2	STAT6
CCL2	TGFB1
CCL22	CCL5
CCL22	CCR3
CCL22	CCR4
CCL22	CCR8
CCL22	CD40LG
CCL22	CRLF2
CCL22	FOXP3
CCL22	IFNG
CCL22	IL13
CCL22	IL4
CCL22	IL5
CCL22	STAT6
CCL22	TSLP
CCL24	CCR3
CCL24	CCR4
CCL24	CCR8
CCL24	EPX
CCL24	GPR44
CCL24	IL13
CCL24	IL18
CCL24	IL33
CCL24	IL4
CCL24	IL5
CCL24	STAT6
CCL26	CCR3
CCL26	CCR4
CCL26	CCR8
CCL26	IL13
CCL26	IL4
CCL26	IL4R
CCL26	IL5
CCL26	STAT6
CCL5	CCR3
CCL5	CCR4
CCL5	CCR8
CCL5	CD40LG
CCL5	CSF2
CCL5	GPR44
CCL5	IFNG
CCL5	IL10
CCL5	IL13
CCL5	IL17A
CCL5	IL18
CCL5	IL3
CCL5	IL4
CCL5	IL5
CCL5	IL9
CCL5	KITLG
CCL5	MMP9
CCL5	MRC1
CCL5	RETNLB
CCL5	RNASE2
CCL5	RNASE3
CCL5	STAT6
CCL5	TGFB1
CCL8	CCR3
CCL8	CCR4
CCL8	CCR8
CCL8	STAT5A
CCL8	STAT6
CCR3	CCR8
CCR3	CSF2
CCR3	EPX
CCR3	GPR44
CCR3	IFNG
CCR3	IL13
CCR3	IL3
CCR3	IL4
CCR3	IL4R
CCR3	IL5
CCR3	IL5RA
CCR3	IL9
CCR3	KITLG
CCR3	RNASE3
CCR3	STAT6
